,Estado,Cidade,Vacinados (1 Dose),População vacinada,Imunizados (Dose completas),População imunizada,População restante a vacinar
4987,Rio Grande do Sul,São José do Inhacorá,388,18.72 %,68,3.28 %,1.685
4988,Rio Grande do Sul,São José do Norte,1811,6.57 %,467,1.69 %,25.757
4989,Rio Grande do Sul,São José do Ouro,1013,14.61 %,223,3.22 %,5.920
4990,Rio Grande do Sul,São José do Sul,394,16.36 %,125,5.19 %,2.014
4991,Rio Grande do Sul,São José dos Ausentes,301,8.53 %,58,1.64 %,3.226
4992,Rio Grande do Sul,São Leopoldo,8836,3.73 %,3169,1.34 %,227.999
4993,Rio Grande do Sul,São Lourenço do Sul,4053,9.30 %,1118,2.57 %,39.529
4994,Rio Grande do Sul,São Luiz Gonzaga,4083,12.20 %,997,2.98 %,29.385
4995,Rio Grande do Sul,São Marcos,2234,10.36 %,558,2.59 %,19.322
4996,Rio Grande do Sul,São Martinho,907,16.72 %,197,3.63 %,4.519
4997,Rio Grande do Sul,São Martinho da Serra,464,14.35 %,132,4.08 %,2.770
4998,Rio Grande do Sul,São Miguel das Missões,1051,13.70 %,214,2.79 %,6.622
4999,Rio Grande do Sul,São Nicolau,728,13.83 %,164,3.11 %,4.537
5000,Rio Grande do Sul,São Paulo das Missões,771,13.32 %,179,3.09 %,5.019
5001,Rio Grande do Sul,São Pedro da Serra,305,8.02 %,78,2.05 %,3.496
5002,Rio Grande do Sul,São Pedro das Missões,223,11.10 %,63,3.14 %,1.786
5003,Rio Grande do Sul,São Pedro do Butiá,405,13.74 %,77,2.61 %,2.542
5004,Rio Grande do Sul,São Pedro do Sul,2128,13.14 %,554,3.42 %,14.070
5005,Rio Grande do Sul,São Sebastião do Caí,1958,7.62 %,592,2.30 %,23.727
5006,Rio Grande do Sul,São Sepé,2515,10.65 %,468,1.98 %,21.106
5007,Rio Grande do Sul,São Valentim,652,19.76 %,222,6.73 %,2.647
5008,Rio Grande do Sul,São Valentim do Sul,373,16.64 %,63,2.81 %,1.869
5009,Rio Grande do Sul,São Valério do Sul,1069,39.20 %,761,27.91 %,1.658
5010,Rio Grande do Sul,São Vendelino,267,11.90 %,67,2.99 %,1.976
5011,Rio Grande do Sul,São Vicente do Sul,1235,14.16 %,275,3.15 %,7.486
5012,Rio Grande do Sul,Sapiranga,5773,7.06 %,1388,1.70 %,75.961
5013,Rio Grande do Sul,Sapucaia do Sul,9795,6.94 %,2630,1.86 %,131.280
5014,Rio Grande do Sul,Sarandi,2313,9.45 %,590,2.41 %,22.176
5015,Rio Grande do Sul,Seberi,774,7.20 %,194,1.80 %,9.976
5016,Rio Grande do Sul,Sede Nova,251,8.63 %,71,2.44 %,2.656
5017,Rio Grande do Sul,Segredo,691,9.31 %,148,1.99 %,6.730
5018,Rio Grande do Sul,Selbach,828,16.24 %,198,3.88 %,4.272
5019,Rio Grande do Sul,Senador Salgado Filho,362,13.03 %,54,1.94 %,2.417
5020,Rio Grande do Sul,Sentinela do Sul,531,9.51 %,239,4.28 %,5.050
5021,Rio Grande do Sul,Serafina Corrêa,1830,10.46 %,357,2.04 %,15.672
5022,Rio Grande do Sul,Sério,315,16.06 %,62,3.16 %,1.647
5023,Rio Grande do Sul,Sertão,578,10.67 %,175,3.23 %,4.837
5024,Rio Grande do Sul,Sertão Santana,715,11.02 %,227,3.50 %,5.771
5025,Rio Grande do Sul,Sete de Setembro,376,19.09 %,99,5.03 %,1.594
5026,Rio Grande do Sul,Severiano de Almeida,607,16.60 %,123,3.36 %,3.050
5027,Rio Grande do Sul,Silveira Martins,383,16.07 %,95,3.98 %,2.001
5028,Rio Grande do Sul,Sinimbu,1086,10.68 %,197,1.94 %,9.086
5029,Rio Grande do Sul,Sobradinho,1647,11.00 %,507,3.39 %,13.320
5030,Rio Grande do Sul,Soledade,3202,10.33 %,806,2.60 %,27.800
5031,Rio Grande do Sul,Tabaí,444,9.41 %,84,1.78 %,4.275
5032,Rio Grande do Sul,Tapejara,1933,8.02 %,634,2.63 %,22.178
5033,Rio Grande do Sul,Tapera,1341,12.67 %,350,3.31 %,9.243
5034,Rio Grande do Sul,Tapes,1851,10.70 %,409,2.36 %,15.449
5035,Rio Grande do Sul,Taquara,3036,5.28 %,556,0.97 %,54.430
5036,Rio Grande do Sul,Taquari,3165,11.78 %,986,3.67 %,23.697
5037,Rio Grande do Sul,Taquaruçu do Sul,514,16.73 %,85,2.77 %,2.558
5038,Rio Grande do Sul,Tavares,762,13.90 %,190,3.47 %,4.719
5039,Rio Grande do Sul,Tenente Portela,3078,22.83 %,1222,9.06 %,10.407
5040,Rio Grande do Sul,Terra de Areia,981,8.76 %,385,3.44 %,10.223
5041,Rio Grande do Sul,Teutônia,3155,9.49 %,748,2.25 %,30.077
5042,Rio Grande do Sul,Tio Hugo,394,13.00 %,70,2.31 %,2.636
5043,Rio Grande do Sul,Tiradentes do Sul,576,10.10 %,89,1.56 %,5.128
5044,Rio Grande do Sul,Toropi,417,14.86 %,94,3.35 %,2.389
5045,Rio Grande do Sul,Torres,5859,15.13 %,1817,4.69 %,32.873
5046,Rio Grande do Sul,Tramandaí,6427,12.43 %,1863,3.60 %,45.288
5047,Rio Grande do Sul,Travesseiro,348,14.90 %,61,2.61 %,1.988
5048,Rio Grande do Sul,Três Arroios,587,22.00 %,115,4.31 %,2.081
5049,Rio Grande do Sul,Três Cachoeiras,1509,13.65 %,504,4.56 %,9.544
5050,Rio Grande do Sul,Três Coroas,1644,5.83 %,708,2.51 %,26.576
5051,Rio Grande do Sul,Três de Maio,2817,11.78 %,973,4.07 %,21.089
5052,Rio Grande do Sul,Três Forquilhas,344,12.75 %,100,3.71 %,2.353
5053,Rio Grande do Sul,Três Palmeiras,863,20.21 %,292,6.84 %,3.408
5054,Rio Grande do Sul,Três Passos,3825,16.00 %,1134,4.74 %,20.081
5055,Rio Grande do Sul,Trindade do Sul,713,12.29 %,150,2.59 %,5.089
5056,Rio Grande do Sul,Triunfo,2355,7.97 %,485,1.64 %,27.183
5057,Rio Grande do Sul,Tucunduva,937,16.50 %,194,3.42 %,4.741
5058,Rio Grande do Sul,Tunas,306,6.70 %,86,1.88 %,4.263
5059,Rio Grande do Sul,Tupanci do Sul,232,15.76 %,54,3.67 %,1.240
5060,Rio Grande do Sul,Tupanciretã,1642,6.86 %,500,2.09 %,22.306
5061,Rio Grande do Sul,Tupandi,332,6.84 %,103,2.12 %,4.523
5062,Rio Grande do Sul,Tuparendi,1690,21.41 %,397,5.03 %,6.203
5063,Rio Grande do Sul,Turuçu,306,8.90 %,113,3.29 %,3.132
5064,Rio Grande do Sul,Ubiretama,254,12.61 %,42,2.08 %,1.761
5065,Rio Grande do Sul,União da Serra,250,21.66 %,51,4.42 %,904
5066,Rio Grande do Sul,Unistalda,422,18.05 %,88,3.76 %,1.916
5067,Rio Grande do Sul,Uruguaiana,11076,8.72 %,2722,2.14 %,115.894
5068,Rio Grande do Sul,Vacaria,6384,9.64 %,1557,2.35 %,59.834
5069,Rio Grande do Sul,Vale Verde,597,17.07 %,85,2.43 %,2.900
5070,Rio Grande do Sul,Vale do Sol,940,7.98 %,219,1.86 %,10.841
5071,Rio Grande do Sul,Vale Real,516,8.73 %,96,1.62 %,5.397
5072,Rio Grande do Sul,Vanini,177,8.38 %,55,2.60 %,1.936
5073,Rio Grande do Sul,Venâncio Aires,5877,8.21 %,1564,2.19 %,65.677
5074,Rio Grande do Sul,Vera Cruz,1291,4.81 %,396,1.47 %,25.572
5075,Rio Grande do Sul,Veranópolis,3350,12.77 %,775,2.95 %,22.891
5076,Rio Grande do Sul,Vespasiano Correa,384,21.16 %,71,3.91 %,1.431
5077,Rio Grande do Sul,Viadutos,877,18.44 %,180,3.78 %,3.879
5078,Rio Grande do Sul,Viamão,19429,7.61 %,4483,1.76 %,235.795
5079,Rio Grande do Sul,Vicente Dutra,293,6.27 %,68,1.46 %,4.377
5080,Rio Grande do Sul,Victor Graeff,452,15.68 %,109,3.78 %,2.430
5081,Rio Grande do Sul,Vila Flores,501,14.80 %,101,2.98 %,2.884
5082,Rio Grande do Sul,Vila Lângaro,346,16.55 %,75,3.59 %,1.745
5083,Rio Grande do Sul,Vila Maria,315,7.23 %,55,1.26 %,4.043
5084,Rio Grande do Sul,Vila Nova do Sul,849,19.84 %,147,3.43 %,3.431
5085,Rio Grande do Sul,Vista Alegre,341,12.39 %,84,3.05 %,2.411
5086,Rio Grande do Sul,Vista Alegre do Prata,260,16.66 %,39,2.50 %,1.301
5087,Rio Grande do Sul,Vista Gaúcha,388,13.61 %,73,2.56 %,2.463
5088,Rio Grande do Sul,Vitória das Missões,559,17.84 %,59,1.88 %,2.574
5089,Rio Grande do Sul,Westfalia,406,13.47 %,86,2.85 %,2.608
5090,Rio Grande do Sul,Xangri-lá,1455,8.87 %,526,3.21 %,14.953
5091,Mato Grosso do Sul,Água Clara,513,3.30 %,177,1.14 %,15.009
5092,Mato Grosso do Sul,Alcinópolis,249,4.66 %,105,1.97 %,5.094
5093,Mato Grosso do Sul,Amambai,8119,20.61 %,3726,9.46 %,31.277
5094,Mato Grosso do Sul,Anastácio,1120,4.46 %,582,2.32 %,24.015
5095,Mato Grosso do Sul,Anaurilândia,870,9.63 %,251,2.78 %,8.165
5096,Mato Grosso do Sul,Angélica,625,5.80 %,266,2.47 %,10.155
5097,Mato Grosso do Sul,Antônio João,1546,17.26 %,727,8.12 %,7.410
5098,Mato Grosso do Sul,Aparecida do Taboado,32,0.12 %,0,0.00 %,25.713
5099,Mato Grosso do Sul,Aquidauana,2760,5.77 %,564,1.18 %,45.111
5100,Mato Grosso do Sul,Aral Moreira,705,5.80 %,241,1.98 %,11.444
5101,Mato Grosso do Sul,Bandeirantes,494,7.28 %,147,2.17 %,6.294
5102,Mato Grosso do Sul,Bataguassu,846,3.67 %,281,1.22 %,22.178
5103,Mato Grosso do Sul,Batayporã,1009,8.91 %,325,2.87 %,10.320
5104,Mato Grosso do Sul,Bela Vista,1888,7.67 %,511,2.07 %,22.741
5105,Mato Grosso do Sul,Bodoquena,662,8.41 %,187,2.37 %,7.213
5106,Mato Grosso do Sul,Bonito,1654,7.53 %,565,2.57 %,20.322
5107,Mato Grosso do Sul,Brasilândia,776,6.54 %,285,2.40 %,11.096
5108,Mato Grosso do Sul,Caarapó,4537,15.04 %,2589,8.58 %,25.637
5109,Mato Grosso do Sul,Camapuã,978,7.13 %,148,1.08 %,12.733
5110,Mato Grosso do Sul,Campo Grande,90122,10.06 %,25891,2.89 %,805.860
5111,Mato Grosso do Sul,Caracol,243,3.97 %,69,1.13 %,5.873
5112,Mato Grosso do Sul,Cassilândia,2938,13.39 %,920,4.19 %,19.001
5113,Mato Grosso do Sul,Chapadão do Sul,893,3.54 %,364,1.44 %,24.325
5114,Mato Grosso do Sul,Corguinho,126,2.12 %,50,0.84 %,5.821
5115,Mato Grosso do Sul,Coronel Sapucaia,613,4.02 %,109,0.71 %,14.640
5116,Mato Grosso do Sul,Corumbá,208,0.19 %,0,0.00 %,111.227
5117,Mato Grosso do Sul,Costa Rica,10,0.05 %,0,0.00 %,20.813
5118,Mato Grosso do Sul,Coxim,1440,4.29 %,62,0.18 %,32.103
5119,Mato Grosso do Sul,Deodápolis,1174,9.08 %,318,2.46 %,11.750
5120,Mato Grosso do Sul,Dois Irmãos do Buriti,1613,14.17 %,171,1.50 %,9.772
5121,Mato Grosso do Sul,Douradina,859,14.50 %,548,9.25 %,5.065
5122,Mato Grosso do Sul,Dourados,18874,8.47 %,6706,3.01 %,204.075
5123,Mato Grosso do Sul,Eldorado,961,7.78 %,432,3.50 %,11.392
5124,Mato Grosso do Sul,Fátima do Sul,2262,11.79 %,690,3.60 %,16.927
5125,Mato Grosso do Sul,Figueirão,36,1.18 %,3,0.10 %,3.015
5126,Mato Grosso do Sul,Glória de Dourados,1078,10.82 %,302,3.03 %,8.887
5127,Mato Grosso do Sul,Guia Lopes da Laguna,836,8.45 %,313,3.16 %,9.059
5128,Mato Grosso do Sul,Iguatemi,1064,6.62 %,291,1.81 %,15.014
5129,Mato Grosso do Sul,Inocência,745,9.79 %,191,2.51 %,6.865
5130,Mato Grosso do Sul,Itaporã,1492,6.01 %,509,2.05 %,23.347
5131,Mato Grosso do Sul,Itaquiraí,799,3.78 %,164,0.78 %,20.343
5132,Mato Grosso do Sul,Ivinhema,2130,9.19 %,564,2.43 %,21.057
5133,Mato Grosso do Sul,Japorã,1936,21.25 %,825,9.06 %,7.174
5134,Mato Grosso do Sul,Jaraguari,595,8.28 %,180,2.50 %,6.592
5135,Mato Grosso do Sul,Jardim,2088,8.00 %,593,2.27 %,24.009
5136,Mato Grosso do Sul,Jateí,343,8.52 %,101,2.51 %,3.684
5137,Mato Grosso do Sul,Juti,792,11.80 %,444,6.62 %,5.920
5138,Mato Grosso do Sul,Ladário,591,2.53 %,78,0.33 %,22.740
5139,Mato Grosso do Sul,Laguna Carapã,1426,19.43 %,598,8.15 %,5.915
5140,Mato Grosso do Sul,Maracaju,130,0.28 %,100,0.21 %,46.953
5141,Mato Grosso do Sul,Mundo Novo,1302,7.09 %,279,1.52 %,17.064
5142,Mato Grosso do Sul,Naviraí,8,0.01 %,0,0.00 %,54.870
5143,Mato Grosso do Sul,Nioaque,2126,15.26 %,987,7.09 %,11.804
5144,Mato Grosso do Sul,Nova Alvorada do Sul,153,0.70 %,0,0.00 %,21.729
5145,Mato Grosso do Sul,Nova Andradina,2897,5.33 %,909,1.67 %,51.477
5146,Mato Grosso do Sul,Novo Horizonte do Sul,377,9.88 %,96,2.52 %,3.437
5147,Mato Grosso do Sul,Paraíso das Águas,460,8.28 %,109,1.96 %,5.095
5148,Mato Grosso do Sul,Paranhos,2668,18.75 %,1680,11.81 %,11.560
5149,Mato Grosso do Sul,Pedro Gomes,903,11.77 %,273,3.56 %,6.771
5150,Mato Grosso do Sul,Ponta Porã,393,0.42 %,20,0.02 %,92.133
5151,Mato Grosso do Sul,Porto Murtinho,1256,7.33 %,611,3.57 %,15.875
5152,Mato Grosso do Sul,Ribas do Rio Pardo,744,3.02 %,199,0.81 %,23.871
5153,Mato Grosso do Sul,Rio Brilhante,1926,5.13 %,512,1.36 %,35.588
5154,Mato Grosso do Sul,Rio Negro,158,3.27 %,125,2.59 %,4.673
5155,Mato Grosso do Sul,Rio Verde de Mato Grosso,1794,9.09 %,401,2.03 %,17.952
5156,Mato Grosso do Sul,Rochedo,346,6.29 %,110,2.00 %,5.153
5157,Mato Grosso do Sul,Santa Rita do Pardo,633,8.06 %,172,2.19 %,7.218
5158,Mato Grosso do Sul,São Gabriel do Oeste,1494,5.58 %,432,1.61 %,25.277
5159,Mato Grosso do Sul,Sete Quedas,901,8.35 %,288,2.67 %,9.890
5160,Mato Grosso do Sul,Selvíria,655,10.03 %,236,3.61 %,5.874
5161,Mato Grosso do Sul,Sidrolândia,2311,4.01 %,1372,2.38 %,55.354
5162,Mato Grosso do Sul,Sonora,234,1.21 %,98,0.51 %,19.040
5163,Mato Grosso do Sul,Tacuru,2370,20.52 %,1516,13.12 %,9.182
5164,Mato Grosso do Sul,Taquarussu,398,11.09 %,111,3.09 %,3.190
5165,Mato Grosso do Sul,Terenos,510,2.34 %,321,1.47 %,21.296
5166,Mato Grosso do Sul,Três Lagoas,7003,5.77 %,2162,1.78 %,114.385
5167,Mato Grosso do Sul,Vicentina,589,9.65 %,65,1.07 %,5.513
5168,Mato Grosso,Acorizal,397,7.35 %,128,2.37 %,5.002
5169,Mato Grosso,Água Boa,1888,7.34 %,810,3.15 %,23.833
5170,Mato Grosso,Alta Floresta,2477,4.78 %,925,1.79 %,49.305
5171,Mato Grosso,Alto Araguaia,931,4.89 %,284,1.49 %,18.113
5172,Mato Grosso,Alto Boa Vista,811,11.89 %,475,6.96 %,6.011
5173,Mato Grosso,Alto Garças,715,5.94 %,174,1.45 %,11.315
5174,Mato Grosso,Alto Paraguai,250,2.20 %,93,0.82 %,11.106
5175,Mato Grosso,Alto Taquari,414,3.82 %,111,1.02 %,10.433
5176,Mato Grosso,Apiacás,242,2.39 %,92,0.91 %,9.891
5177,Mato Grosso,Araguaiana,198,6.39 %,60,1.94 %,2.902
5178,Mato Grosso,Araguainha,136,14.55 %,38,4.06 %,799
5179,Mato Grosso,Araputanga,849,5.05 %,249,1.48 %,15.973
5180,Mato Grosso,Arenápolis,580,6.04 %,187,1.95 %,9.027
5181,Mato Grosso,Aripuanã,807,3.61 %,312,1.40 %,21.547
5182,Mato Grosso,Barão de Melgaço,241,2.81 %,36,0.42 %,8.323
5183,Mato Grosso,Barra do Bugres,866,2.48 %,325,0.93 %,34.100
5184,Mato Grosso,Barra do Garças,4206,6.89 %,2134,3.50 %,56.806
5185,Mato Grosso,Bom Jesus do Araguaia,163,2.48 %,75,1.14 %,6.417
5186,Mato Grosso,Brasnorte,561,2.85 %,169,0.86 %,19.134
5187,Mato Grosso,Cáceres,3998,4.24 %,1104,1.17 %,90.378
5188,Mato Grosso,Campinápolis,2910,18.21 %,1536,9.61 %,13.070
5189,Mato Grosso,Campo Novo do Parecis,1074,3.04 %,279,0.79 %,34.286
5190,Mato Grosso,Campo Verde,1528,3.47 %,752,1.71 %,42.513
5191,Mato Grosso,Campos de Júlio,232,3.37 %,96,1.39 %,6.659
5192,Mato Grosso,Canabrava do Norte,148,3.12 %,61,1.29 %,4.595
5193,Mato Grosso,Canarana,825,3.82 %,278,1.29 %,20.754
5194,Mato Grosso,Carlinda,359,3.48 %,136,1.32 %,9.946
5195,Mato Grosso,Castanheira,131,1.50 %,40,0.46 %,8.598
5196,Mato Grosso,Chapada dos Guimarães,1162,5.88 %,489,2.48 %,18.590
5197,Mato Grosso,Cláudia,529,4.35 %,137,1.13 %,11.620
5198,Mato Grosso,Cocalinho,241,4.23 %,82,1.44 %,5.459
5199,Mato Grosso,Colíder,3205,9.58 %,1541,4.61 %,30.233
5200,Mato Grosso,Colniza,704,1.82 %,152,0.39 %,37.878
5201,Mato Grosso,Comodoro,1091,5.25 %,433,2.09 %,19.672
5202,Mato Grosso,Confresa,683,2.21 %,198,0.64 %,30.250
5203,Mato Grosso,Conquista D'Oeste,183,4.53 %,51,1.26 %,3.855
5204,Mato Grosso,Cotriguaçu,321,1.63 %,74,0.37 %,19.429
5205,Mato Grosso,Cuiabá,40765,6.65 %,16964,2.77 %,571.782
5206,Mato Grosso,Curvelândia,327,6.27 %,71,1.36 %,4.892
5207,Mato Grosso,Denise,155,1.64 %,70,0.74 %,9.307
5208,Mato Grosso,Diamantino,711,3.23 %,237,1.08 %,21.330
5209,Mato Grosso,Dom Aquino,525,6.42 %,159,1.94 %,7.653
5210,Mato Grosso,Feliz Natal,302,2.13 %,77,0.54 %,13.890
5211,Mato Grosso,Figueirópolis D'Oeste,265,7.58 %,61,1.75 %,3.229
5212,Mato Grosso,Gaúcha do Norte,1563,20.44 %,406,5.31 %,6.085
5213,Mato Grosso,General Carneiro,1210,21.84 %,792,14.30 %,4.330
5214,Mato Grosso,Glória D'Oeste,163,5.39 %,92,3.04 %,2.863
5215,Mato Grosso,Guarantã do Norte,1766,4.93 %,471,1.32 %,34.050
5216,Mato Grosso,Guiratinga,936,6.18 %,225,1.49 %,14.205
5217,Mato Grosso,Indiavaí,150,5.45 %,15,0.55 %,2.602
5218,Mato Grosso,Ipiranga do Norte,200,2.61 %,81,1.06 %,7.467
5219,Mato Grosso,Itanhangá,139,2.06 %,68,1.01 %,6.598
5220,Mato Grosso,Itaúba,176,4.63 %,123,3.24 %,3.626
5221,Mato Grosso,Itiquira,342,2.56 %,108,0.81 %,13.003
5222,Mato Grosso,Jaciara,1735,6.25 %,565,2.03 %,26.041
5223,Mato Grosso,Jangada,299,3.56 %,119,1.42 %,8.110
5224,Mato Grosso,Jauru,519,5.90 %,151,1.72 %,8.274
5225,Mato Grosso,Juara,1766,5.05 %,450,1.29 %,33.208
5226,Mato Grosso,Juína,2870,7.00 %,1440,3.51 %,38.127
5227,Mato Grosso,Juruena,197,1.24 %,72,0.45 %,15.668
5228,Mato Grosso,Juscimeira,794,7.08 %,231,2.06 %,10.427
5229,Mato Grosso,Lambari D'Oeste,202,3.30 %,60,0.98 %,5.919
5230,Mato Grosso,Lucas do Rio Verde,1772,2.70 %,745,1.14 %,63.762
5231,Mato Grosso,Luciara,184,8.86 %,39,1.88 %,1.893
5232,Mato Grosso,Vila Bela da Santíssima Trindade,518,3.21 %,82,0.51 %,15.610
5233,Mato Grosso,Marcelândia,517,4.92 %,220,2.10 %,9.982
5234,Mato Grosso,Matupá,774,4.67 %,181,1.09 %,15.792
5235,Mato Grosso,Mirassol d'Oeste,988,3.56 %,296,1.07 %,26.751
5236,Mato Grosso,Nobres,537,3.50 %,192,1.25 %,14.799
5237,Mato Grosso,Nortelândia,407,6.80 %,116,1.94 %,5.582
5238,Mato Grosso,Nossa Senhora do Livramento,348,2.63 %,251,1.90 %,12.868
5239,Mato Grosso,Nova Bandeirantes,321,2.10 %,119,0.78 %,14.967
5240,Mato Grosso,Nova Nazaré,199,5.17 %,49,1.27 %,3.650
5241,Mato Grosso,Nova Lacerda,286,4.31 %,82,1.23 %,6.354
5242,Mato Grosso,Nova Santa Helena,221,5.94 %,56,1.51 %,3.497
5243,Mato Grosso,Nova Brasilândia,236,6.16 %,77,2.01 %,3.593
5244,Mato Grosso,Nova Canaã do Norte,358,2.80 %,152,1.19 %,12.429
5245,Mato Grosso,Nova Mutum,1329,2.93 %,484,1.07 %,44.049
5246,Mato Grosso,Nova Olímpia,320,1.58 %,143,0.70 %,19.981
5247,Mato Grosso,Nova Ubiratã,305,2.55 %,93,0.78 %,11.677
5248,Mato Grosso,Nova Xavantina,538,2.52 %,221,1.03 %,20.836
5249,Mato Grosso,Novo Mundo,444,4.84 %,119,1.30 %,8.734
5250,Mato Grosso,Novo Horizonte do Norte,252,6.29 %,60,1.50 %,3.752
5251,Mato Grosso,Novo São Joaquim,202,3.98 %,89,1.75 %,4.872
5252,Mato Grosso,Paranaíta,296,2.64 %,67,0.60 %,10.929
5253,Mato Grosso,Paranatinga,1334,5.91 %,669,2.97 %,21.229
5254,Mato Grosso,Novo Santo Antônio,138,5.23 %,49,1.86 %,2.502
5255,Mato Grosso,Pedra Preta,674,3.82 %,180,1.02 %,16.952
5256,Mato Grosso,Peixoto de Azevedo,1294,3.70 %,472,1.35 %,33.682
5257,Mato Grosso,Planalto da Serra,218,8.19 %,100,3.76 %,2.444
5258,Mato Grosso,Poconé,1407,4.28 %,299,0.91 %,31.436
5259,Mato Grosso,Pontal do Araguaia,342,5.10 %,111,1.65 %,6.369
5260,Mato Grosso,Ponte Branca,216,13.71 %,41,2.60 %,1.360
5261,Mato Grosso,Pontes e Lacerda,967,2.13 %,276,0.61 %,44.469
5262,Mato Grosso,Porto Alegre do Norte,291,2.32 %,101,0.81 %,12.226
5263,Mato Grosso,Porto dos Gaúchos,355,6.56 %,79,1.46 %,5.055
5264,Mato Grosso,Porto Esperidião,631,5.25 %,230,1.91 %,11.386
5265,Mato Grosso,Porto Estrela,199,6.72 %,65,2.19 %,2.764
5266,Mato Grosso,Poxoréo,1187,7.32 %,176,1.09 %,15.032
5267,Mato Grosso,Primavera do Leste,3314,5.34 %,1018,1.64 %,58.705
5268,Mato Grosso,Querência,347,1.99 %,180,1.03 %,17.132
5269,Mato Grosso,São José dos Quatro Marcos,999,5.28 %,314,1.66 %,17.907
5270,Mato Grosso,Reserva do Cabaçal,145,5.31 %,74,2.71 %,2.587
5271,Mato Grosso,Ribeirão Cascalheira,324,3.17 %,143,1.40 %,9.882
5272,Mato Grosso,Ribeirãozinho,248,10.31 %,107,4.45 %,2.157
5273,Mato Grosso,Rio Branco,357,6.92 %,79,1.53 %,4.799
5274,Mato Grosso,Santa Carmem,212,4.69 %,67,1.48 %,4.313
5275,Mato Grosso,Santo Afonso,267,8.49 %,94,2.99 %,2.879
5276,Mato Grosso,São José do Povo,232,5.71 %,57,1.40 %,3.831
5277,Mato Grosso,São José do Rio Claro,917,4.44 %,352,1.70 %,19.747
5278,Mato Grosso,São José do Xingu,270,4.83 %,83,1.48 %,5.325
5279,Mato Grosso,São Pedro da Cipa,198,4.19 %,46,0.97 %,4.529
5280,Mato Grosso,Rondolândia,200,5.00 %,66,1.65 %,3.801
5281,Mato Grosso,Rondonópolis,10862,4.67 %,4081,1.76 %,221.629
5282,Mato Grosso,Rosário Oeste,844,4.92 %,206,1.20 %,16.307
5283,Mato Grosso,Santa Cruz do Xingu,58,2.26 %,45,1.76 %,2.506
5284,Mato Grosso,Salto do Céu,225,6.69 %,71,2.11 %,3.140
5285,Mato Grosso,Santa Rita do Trivelato,127,3.70 %,54,1.57 %,3.302
5286,Mato Grosso,Santa Terezinha,424,5.07 %,164,1.96 %,7.947
5287,Mato Grosso,Santo Antônio do Leste,273,5.28 %,54,1.04 %,4.901
5288,Mato Grosso,Santo Antônio do Leverger,826,4.97 %,308,1.85 %,15.802
5289,Mato Grosso,São Félix do Araguaia,2876,24.56 %,1351,11.54 %,8.832
5290,Mato Grosso,Sapezal,424,1.64 %,182,0.70 %,25.457
5291,Mato Grosso,Serra Nova Dourada,135,8.18 %,55,3.33 %,1.515
5292,Mato Grosso,Sinop,6902,4.83 %,2712,1.90 %,136.094
5293,Mato Grosso,Sorriso,3952,4.38 %,1159,1.28 %,86.361
5294,Mato Grosso,Tabaporã,264,2.78 %,113,1.19 %,9.225
5295,Mato Grosso,Tangará da Serra,4125,3.98 %,1642,1.58 %,99.625
5296,Mato Grosso,Tapurah,321,2.34 %,148,1.08 %,13.384
5297,Mato Grosso,Terra Nova do Norte,611,6.32 %,178,1.84 %,9.056
5298,Mato Grosso,Tesouro,341,8.96 %,116,3.05 %,3.464
5299,Mato Grosso,Torixoréu,174,4.82 %,94,2.60 %,3.435
5300,Mato Grosso,União do Sul,186,5.28 %,49,1.39 %,3.339
5301,Mato Grosso,Vale de São Domingos,212,6.78 %,74,2.37 %,2.915
5302,Mato Grosso,Várzea Grande,7493,2.63 %,3092,1.09 %,277.478
5303,Mato Grosso,Vera,423,3.74 %,176,1.56 %,10.886
5304,Mato Grosso,Vila Rica,981,3.77 %,259,0.99 %,25.056
5305,Mato Grosso,Nova Guarita,657,14.54 %,219,4.85 %,3.862
5306,Mato Grosso,Nova Marilândia,224,6.83 %,59,1.80 %,3.054
5307,Mato Grosso,Nova Maringá,200,2.31 %,72,0.83 %,8.441
5308,Mato Grosso,Nova Monte Verde,251,2.73 %,128,1.39 %,8.927
5309,Goiás,Abadia de Goiás,447,5.10 %,113,1.29 %,8.326
5310,Goiás,Abadiânia,1228,6.13 %,224,1.12 %,18.814
5311,Goiás,Acreúna,831,3.72 %,201,0.90 %,21.535
5312,Goiás,Adelândia,229,9.10 %,38,1.51 %,2.287
5313,Goiás,Água Fria de Goiás,330,5.75 %,71,1.24 %,5.405
5314,Goiás,Água Limpa,221,11.95 %,93,5.03 %,1.629
5315,Goiás,Águas Lindas de Goiás,5535,2.61 %,1297,0.61 %,206.905
5316,Goiás,Alexânia,1538,5.56 %,358,1.29 %,26.115
5317,Goiás,Aloândia,271,13.58 %,84,4.21 %,1.724
5318,Goiás,Alto Horizonte,359,5.60 %,104,1.62 %,6.055
5319,Goiás,Alto Paraíso de Goiás,306,4.01 %,92,1.21 %,7.318
5320,Goiás,Alvorada do Norte,611,7.06 %,173,2.00 %,8.049
5321,Goiás,Amaralina,257,6.74 %,39,1.02 %,3.555
5322,Goiás,Americano do Brasil,225,3.68 %,31,0.51 %,5.886
5323,Goiás,Amorinópolis,308,9.85 %,64,2.05 %,2.818
5324,Goiás,Anápolis,23800,6.15 %,7230,1.87 %,363.123
5325,Goiás,Anhanguera,139,12.10 %,31,2.70 %,1.010
